,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
389,sinnamary,93,GF,1586616204,69,5.38,-52.95,82.67,13.13
390,naples,0,IT,1586615926,72,40.83,14.25,73.0,9.17
391,araxa,29,BR,1586616204,52,-19.59,-46.94,77.22,6.42
392,sambava,0,MG,1586616204,77,-14.27,50.17,78.91,10.4
393,minsk mazowiecki,0,BY,1586615951,20,53.9,27.57,46.4,20.13
394,kununurra,75,AU,1586616205,78,-15.77,128.73,78.8,4.7
395,viedma,100,AR,1586616129,50,-40.81,-63.0,68.88,9.69
396,tan an,100,CM,1586616206,59,6.07,10.69,61.18,0.6
397,ouallam,92,NE,1586616206,10,14.32,2.09,104.68,7.45
398,cookeville,1,US,1586616206,46,36.16,-85.5,54.0,4.88
399,medea,20,DZ,1586616207,60,36.26,2.75,69.8,13.87
400,guerrero negro,0,MX,1586616207,16,17.67,-100.0,85.98,0.96
401,saint-pierre,66,RE,1586616207,69,-21.34,55.48,78.8,21.92
402,dawei,44,MM,1586616207,68,14.08,98.2,79.81,0.69
403,isla mujeres,12,PH,1586616208,77,15.89,120.3,80.19,3.58
404,igboho,33,NG,1586616173,20,8.83,3.75,98.06,7.52
405,jadu,6,LY,1586616208,27,31.95,12.03,70.56,13.0
406,kharan,99,PK,1586616208,14,28.58,65.42,87.71,2.1
407,vizinga,98,RU,1586616209,95,61.07,50.1,29.52,2.8
408,itarema,100,BR,1586616142,75,-2.92,-39.92,84.61,7.47
409,ternate,4,ID,1586616210,80,0.8,127.4,80.24,4.79
410,yongan,0,CN,1586616210,30,39.7,113.69,42.89,7.67
411,karratha,0,AU,1586616164,58,-20.74,116.85,83.07,10.04
412,san cristobal,61,ML,1586615934,17,13.3,-4.9,102.47,5.66
413,maracacume,100,BR,1586616211,81,-2.04,-45.96,84.18,4.16
414,kabugao,36,PH,1586616211,81,18.02,121.18,73.71,2.1
415,serra talhada,75,BR,1586616211,88,-20.13,-40.31,79.0,11.41
416,neuquen,100,AR,1586615960,37,-38.95,-68.06,66.2,9.17
417,alegrete,0,BR,1586616212,48,-29.78,-55.79,72.03,9.6
418,beringovskiy,93,RU,1586616170,93,63.05,179.32,6.48,11.45
419,gizo,94,SB,1586616212,80,-8.1,156.84,81.9,7.92
420,isabela,14,PH,1586616213,80,6.71,121.97,78.67,3.69
421,kiama,5,AU,1586616213,44,-34.68,150.87,57.2,16.11
422,yamada,0,JP,1586616214,73,39.47,141.95,38.93,5.26
423,rio gallegos,20,GR,1586616214,43,38.3,21.78,69.8,4.7
424,ostrovnoy,97,RU,1586616147,94,68.05,39.51,25.81,14.52
425,tessalit,0,ML,1586616214,6,20.2,1.01,104.4,11.39
426,richards bay,90,US,1586616215,66,46.84,-95.91,41.0,6.93
427,adrar,0,MR,1586616184,9,20.5,-10.07,98.65,10.16
428,barra patuca,91,BR,1586616215,69,-11.09,-43.14,79.79,4.36
429,redlands,90,US,1586616215,81,34.06,-117.18,54.0,1.19
430,braco do norte,62,GB,1586616215,51,56.26,-3.88,62.6,16.11
431,asyut,0,EG,1586616216,18,27.18,31.18,76.08,14.45
432,kichera,100,RU,1586616209,51,55.94,110.1,41.65,0.78
433,san patricio,61,ML,1586616216,17,13.3,-4.9,102.47,5.66
434,manyana,74,BW,1586616216,27,-23.4,21.72,79.18,6.24
435,matamoros,75,MX,1586616217,31,25.53,-103.25,75.2,9.17
436,lavrentiya,99,RU,1586616184,98,65.58,-171.0,27.61,8.28
437,samana,20,DO,1586616217,78,19.21,-69.34,80.6,6.93
438,marrakesh,75,MA,1586616217,53,31.63,-8.01,73.4,6.93
439,flin flon,53,FR,1586616218,33,48.5,6.66,77.0,4.7
440,kruisfontein,100,ZA,1586616137,45,-34.0,24.73,70.36,5.3
441,luau,93,AO,1586616132,58,-10.71,22.22,76.59,2.13
442,alofi,100,NU,1586616112,94,-19.06,-169.92,68.0,2.24
443,myitkyina,0,MM,1586616182,27,25.38,97.4,77.13,3.0
444,dhidhdhoo,0,MV,1586616219,66,6.88,73.1,86.0,7.52
445,cape canaveral,75,CL,1586616219,82,-36.41,-71.9,57.2,11.41
446,pangody,100,RU,1586616219,97,65.85,74.49,36.46,18.43
447,nola,0,IT,1586616219,72,40.92,14.53,73.0,9.17
448,souillac,40,MU,1586616131,78,-20.52,57.52,80.01,14.99
449,marshall,1,US,1586616113,40,34.38,-86.33,57.0,4.7
450,kazachinskoye,27,RU,1586616220,88,57.7,93.28,33.08,2.3
451,tiarei,20,PF,1586616169,78,-17.53,-149.33,78.8,2.24
452,elat,0,IL,1586616194,25,29.56,34.95,74.71,13.13
453,margate,41,GB,1586616141,59,51.38,1.39,71.01,10.29
454,omboue,100,GA,1586615960,85,-1.57,9.26,79.25,6.85
455,gopalur,0,IN,1586616221,17,16.62,77.8,88.9,8.3
456,sisimiut,100,GL,1586616195,84,66.94,-53.67,34.45,2.15
457,fare,98,PF,1586616221,72,-16.7,-151.02,83.48,8.7
458,dombas,100,NO,1586616221,69,62.07,9.12,32.97,5.86
459,saldanha,70,ZA,1586616159,85,-33.01,17.94,65.48,12.77
460,sao mateus,21,IN,1586616140,12,20.51,76.21,91.04,0.74
461,luba,75,GQ,1586616222,74,3.46,8.55,84.2,5.82
462,dekar,96,BW,1586616222,32,-21.53,21.93,79.41,5.75
463,moses lake,83,CI,1586616223,41,6.69,-8.48,94.06,1.41
464,caucaia,75,BR,1586616223,66,-3.74,-38.65,87.8,12.75
465,naze,75,JP,1586616130,88,28.37,129.48,64.4,8.05
466,mae hong son,0,CN,1586616223,53,34.82,108.93,51.8,6.71
467,aswan,0,EG,1586616224,14,24.09,32.91,81.72,13.38
468,sao geraldo do araguaia,21,IN,1586616224,12,20.51,76.21,91.04,0.74
469,eureka,90,US,1586616112,87,40.8,-124.16,52.0,3.36
470,buchanan,75,LR,1586616225,66,5.88,-10.05,89.6,6.93
471,santa isabel do rio negro,6,PH,1586616225,77,17.49,120.43,77.76,1.97
472,magadan,100,RU,1586616225,91,59.57,150.8,17.44,10.87
473,demyansk,47,RU,1586616226,66,57.64,32.47,39.94,8.48
474,gurupa,100,BR,1586616226,87,-1.41,-51.64,78.55,0.94
475,marondera,70,ZW,1586616226,39,-18.19,31.55,66.97,6.87
476,korla,34,CN,1586616169,18,41.76,86.15,63.23,4.76
477,russell,1,US,1586616227,50,32.35,-85.2,59.0,5.95
478,bataipora,0,BR,1586616227,35,-22.3,-53.27,84.27,0.78
479,poronaysk,5,RU,1586616227,93,49.22,143.12,25.09,3.96
480,taoudenni,0,ML,1586616227,6,22.68,-3.98,105.85,3.83
481,morgan city,1,US,1586616227,57,39.72,-90.22,57.0,12.75
482,vostok,0,RU,1586616134,90,46.49,135.88,24.46,4.21
483,urumqi,33,CN,1586616228,35,43.8,87.6,55.4,4.47
484,tarabha,0,IN,1586616228,13,20.73,83.65,87.15,0.69
485,akyab,45,MM,1586616185,84,20.15,92.9,79.38,5.21
486,felipe carrillo puerto,51,BR,1586616229,59,-6.56,-39.74,85.23,6.38
487,dingle,3,PH,1586616033,69,11.0,122.67,79.02,7.43
488,rawson,7,AR,1586616131,31,-43.3,-65.1,61.32,19.53
489,taseyevo,37,RU,1586616229,83,57.22,94.9,33.71,3.2
490,vokhtoga,100,RU,1586616229,75,58.81,41.05,33.93,6.85
491,savannah bight,1,US,1586616230,48,32.08,-81.1,69.01,4.41
492,kavaratti,2,IN,1586616120,67,10.57,72.64,85.37,3.33
493,weyburn,73,CA,1586616105,60,49.67,-103.85,28.99,13.0
494,truro,81,GB,1586615983,52,50.27,-5.05,64.4,6.93
495,dongsheng,0,CN,1586616231,30,39.82,109.98,41.5,6.08
496,jeremoabo,5,BR,1586616231,44,-10.07,-38.48,89.4,6.78
497,adre,84,TD,1586616232,10,13.47,22.2,98.62,4.34
498,nandi,20,IN,1586616232,39,13.39,77.7,88.0,6.93
499,bilibino,99,RU,1586616146,89,68.05,166.44,6.35,1.92
500,alyangula,75,AU,1586616188,94,-13.85,136.42,77.0,7.83
501,robertson,40,US,1586616232,52,36.52,-86.87,57.0,6.93
502,ulaangom,40,MN,1586616233,76,49.98,92.07,26.24,2.59
503,aykhal,75,RU,1586616178,93,66.0,111.5,32.0,8.95
504,uri,16,IN,1586616233,33,34.08,74.03,57.04,3.98
505,petropavlovsk-kamchatskiy,75,RU,1586616233,95,53.05,158.65,32.0,2.24
506,lesogorskiy,17,RU,1586616234,44,61.05,28.93,41.0,10.29
507,plettenberg bay,24,DE,1586616234,28,51.22,7.88,75.0,5.82
508,kaliyaganj,0,IN,1586616234,20,25.63,88.32,86.59,5.39
509,terenos,40,BR,1586616234,38,-20.44,-54.86,77.0,4.7
510,tommot,18,RU,1586616235,93,58.96,126.29,28.44,1.97
511,ndele,95,CF,1586616235,35,8.41,20.65,91.99,6.44
512,narrabri,0,AU,1586616032,71,-30.32,149.78,59.0,11.41
513,derzhavinsk,95,KZ,1586616146,50,51.1,66.32,46.83,10.51
514,orodara,97,BF,1586616236,32,10.95,-4.93,98.6,9.17
515,kenitra,75,MA,1586616060,64,34.26,-6.58,69.8,11.41
516,lufilufi,98,WS,1586616236,71,-13.87,-171.6,84.6,4.38
517,soyo,28,AO,1586616237,72,-6.13,12.37,84.97,6.71
518,vernon,1,CA,1586616081,38,50.26,-119.27,41.0,11.41
519,mezen,98,RU,1586616237,94,65.85,44.24,28.33,3.42
520,brigantine,1,US,1586616237,34,39.41,-74.36,51.01,23.04
521,leh,35,IN,1586616187,16,34.17,77.58,37.22,1.39
522,nouadhibou,0,MR,1586616115,22,20.93,-17.03,91.4,19.46
523,kupang,40,ID,1586616238,78,-10.17,123.58,75.2,6.93
524,kabalo,86,CD,1586616238,76,-6.05,26.92,79.84,3.83
525,tazovskiy,100,RU,1586616238,98,67.47,78.7,36.19,20.02
526,selfoss,75,IS,1586616239,75,63.93,-21.0,44.6,9.17
527,abu kamal,0,IN,1586616239,13,24.6,72.7,79.12,6.04
528,zhigalovo,100,RU,1586616239,75,54.81,105.16,39.42,3.31
529,colesberg,100,ZA,1586616239,28,-30.72,25.1,74.57,14.81
530,dongzhen,98,CN,1586616240,78,22.38,110.94,67.26,9.13
531,lucapa,71,AO,1586616240,65,-8.42,20.74,76.86,3.94
532,zalari,100,RU,1586616240,66,53.56,102.51,39.78,7.58
533,tortoli,5,IT,1586616240,40,39.93,9.66,68.0,6.93
534,woodward,1,US,1586616240,67,36.43,-99.39,68.0,21.92
535,bhimunipatnam,75,IN,1586616241,79,17.88,83.43,84.2,9.17
536,yelnya,90,RU,1586616241,61,54.58,33.18,39.97,13.31
537,bathsheba,40,BB,1586616126,62,13.22,-59.52,84.2,14.99
538,togul,0,RU,1586616241,78,53.47,85.91,34.92,4.05
