,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
389,chapada dos guimaraes,0,BR,1586377714,55,-28.89,-50.36,51.1,4.79
390,zhuhai,20,CN,1586377715,82,22.28,113.57,69.8,4.7
391,rumonge,73,BI,1586377715,60,-3.97,29.44,71.69,4.27
392,loandjili,63,CG,1586377715,87,-4.76,11.86,79.48,5.93
393,poya,31,NC,1586377424,79,-21.35,165.15,75.83,10.94
394,petropavlovsk-kamchatskiy,100,RU,1586377715,86,53.05,158.65,28.4,4.47
395,moerai,100,PF,1586377716,77,-22.43,-151.33,80.83,11.77
396,pachino,36,IT,1586377716,76,36.72,15.09,55.4,3.36
397,oktyabrskoye,0,RU,1586377716,54,43.06,44.74,37.71,3.31
398,udachnyy,100,RU,1586377373,43,66.42,112.4,35.6,8.95
399,strezhevoy,40,RU,1586377717,73,60.73,77.59,24.8,22.37
400,kayerkan,75,RU,1586377717,86,69.35,87.76,33.8,13.42
401,aklavik,20,CA,1586377175,52,68.22,-135.01,19.4,4.7
402,pangkalanbuun,93,ID,1586377717,95,-2.68,111.62,74.57,3.91
403,cabatuan,55,PH,1586377718,80,10.88,122.49,75.15,7.58
404,bobbili,5,IN,1586377718,49,18.57,83.37,79.95,2.73
405,hukuntsi,42,BW,1586377718,21,-24.0,21.75,71.83,8.57
406,eureka,1,US,1586377663,76,40.8,-124.16,69.01,6.93
407,esperance,0,AU,1586377719,63,-33.87,121.9,64.4,18.34
408,atagay,70,RU,1586377719,72,55.1,99.39,36.61,4.56
409,atherton,22,GB,1586377719,58,53.52,-2.49,59.0,5.82
410,baghdad,89,IQ,1586377717,53,33.34,44.4,71.6,2.24
411,port augusta,96,CD,1586377720,63,-7.03,29.76,74.05,9.53
412,pevek,100,RU,1586377720,92,69.7,170.31,-3.39,5.59
413,puerto leguizamo,86,ES,1586377711,55,36.59,-6.23,64.4,2.24
414,harper,41,LR,1586377720,81,4.38,-7.72,81.72,5.93
415,vardo,40,NO,1586377299,69,70.37,31.11,37.4,17.22
416,grand gaube,1,US,1586377721,12,38.88,-109.5,72.0,6.93
417,nakusp,99,CA,1586377721,60,50.25,-117.8,43.27,0.25
418,basar,64,IN,1586377721,54,27.98,94.67,61.74,3.87
419,sorong,16,ID,1586377721,85,-0.88,131.25,77.52,4.25
420,sur,0,OM,1586377402,41,22.57,59.53,81.55,6.02
421,yuzhou,12,CN,1586377722,58,34.16,113.46,53.6,11.18
422,aykhal,89,RU,1586377722,43,66.0,111.5,35.6,8.95
423,barcelos,90,PT,1586377722,87,41.54,-8.62,62.01,5.82
424,saquarema,90,BR,1586377723,94,-22.92,-42.51,71.6,5.82
425,half moon bay,40,LR,1586377723,88,6.38,-10.7,82.4,4.7
426,fairbanks,1,US,1586377475,52,64.84,-147.72,27.0,4.7
427,murgab,75,TM,1586377723,86,37.5,61.97,39.2,6.93
428,bengkulu,84,ID,1586377344,80,-3.8,102.27,77.23,4.52
429,hobyo,3,SO,1586377724,63,5.35,48.53,82.53,12.03
430,bafoulabe,0,ML,1586377724,10,13.81,-10.83,91.11,4.12
431,polillo,11,PH,1586377724,77,14.71,121.94,79.16,3.65
432,whyalla,0,AU,1586377724,77,-33.03,137.58,59.0,5.82
433,erenhot,0,CN,1586377535,46,43.65,111.98,32.76,11.92
434,plettenberg bay,40,DE,1586377706,39,51.22,7.88,68.0,4.7
435,kryve ozero,0,UA,1586377725,53,50.19,23.83,51.8,4.47
436,tari,43,NG,1586377726,28,12.41,4.49,91.83,11.41
437,klichka,99,RU,1586377726,66,50.45,118.0,28.08,2.75
438,kysyl-syr,100,RU,1586377726,96,63.9,122.76,31.5,4.85
439,grindavik,43,IS,1586377726,69,63.84,-22.43,35.6,3.36
440,comodoro rivadavia,71,BR,1586377727,80,-13.66,-59.79,76.32,3.04
441,setermoen,100,NO,1586377727,86,68.86,18.35,35.01,39.15
442,amot,23,NO,1586377685,83,59.57,7.99,28.9,5.86
443,ostrovnoy,100,RU,1586377727,87,68.05,39.51,35.51,21.72
444,kirakira,74,SB,1586377727,76,-10.45,161.92,81.19,3.76
445,eston,20,CA,1586377727,50,51.15,-108.75,34.0,26.4
446,malkara,1,TR,1586377728,78,40.89,26.9,37.24,11.5
447,filingue,92,NE,1586377728,15,14.35,3.32,90.12,3.87
448,kutum,0,SD,1586377181,13,14.2,24.67,74.03,10.98
449,puerto el triunfo,86,ES,1586377624,55,36.59,-6.23,64.4,2.24
450,derzhavinsk,0,KZ,1586377729,86,51.1,66.32,29.75,12.17
451,hirtshals,32,DK,1586377729,80,57.59,9.96,46.0,1.01
452,ossora,24,RU,1586377729,93,59.24,163.07,13.73,3.85
453,waipawa,75,NZ,1586377730,87,-41.41,175.52,55.4,24.16
454,khor,100,RU,1586377730,84,47.89,134.95,33.82,7.14
455,bilibino,100,RU,1586377730,89,68.05,166.44,11.35,5.01
456,verkhnyaya inta,100,RU,1586377730,86,60.98,40.21,32.56,7.25
457,boralday,90,KZ,1586377730,93,43.36,76.86,39.2,11.18
458,springfield,1,US,1586377674,42,37.22,-93.3,90.0,9.17
459,lixourion,77,GR,1586377731,36,38.2,20.43,54.0,8.01
460,darnah,62,LY,1586377538,67,32.77,22.64,56.82,23.51
461,bar harbor,0,UA,1586377731,54,49.08,27.68,48.63,5.91
462,vila franca do campo,75,PT,1586377731,87,42.03,-8.16,62.01,3.36
463,hofn,75,IS,1586377480,64,64.25,-15.21,35.6,6.93
464,rundu,21,NA,1586377732,47,-17.93,19.77,68.41,2.59
465,cotonou,40,BJ,1586377732,83,6.37,2.42,84.2,12.75
466,san rafael,15,ML,1586377592,11,13.3,-4.9,87.8,4.59
467,lalawigan,12,PH,1586377732,84,11.59,125.47,78.48,6.51
468,sao luiz gonzaga,0,IN,1586377633,21,20.51,76.21,77.83,8.37
469,eydhafushi,51,MV,1586377733,74,5.1,73.07,84.61,7.78
470,lingyuan,13,CN,1586377733,55,41.24,119.4,35.13,4.23
471,vao,31,NC,1586377267,72,-22.67,167.48,75.07,14.7
472,tocopilla,13,CL,1586377734,38,-22.09,-70.2,80.55,6.04
473,ulladulla,57,AU,1586377734,93,-35.35,150.47,59.0,8.05
474,college,75,US,1586377734,44,64.86,-147.8,27.0,8.05
475,moundsville,20,US,1586377587,46,39.92,-80.74,72.0,12.75
476,charters towers,20,US,1586377734,68,38.57,-83.43,78.01,6.93
477,eirunepe,27,BR,1586377735,82,-6.66,-69.87,81.84,3.94
478,marystown,100,CA,1586377735,93,47.17,-55.15,30.69,13.8
479,brae,9,GB,1586377735,86,60.4,-1.35,44.6,8.05
480,andenes,100,NO,1586377735,100,69.31,16.12,34.0,33.33
481,cordoba,63,AR,1586377734,35,-31.41,-64.18,69.8,10.29
482,kapuskasing,90,CA,1586377736,86,49.42,-82.43,33.8,4.7
483,grand forks,1,US,1586377736,12,38.88,-109.5,72.0,6.93
484,turukhansk,100,RU,1586377522,94,65.82,87.98,29.17,16.2
485,kupang,100,ID,1586377736,75,-10.17,123.58,80.67,7.9
486,mao,0,ES,1586377736,67,39.89,4.27,59.0,4.7
487,leningradskiy,95,RU,1586377256,89,69.38,178.42,3.15,7.87
488,hangzhou,95,CN,1586377730,62,30.29,120.16,53.6,4.47
489,debre birhan,0,MK,1586377737,81,41.52,20.53,48.2,2.24
490,malakal,47,SS,1586377737,30,9.53,31.66,90.72,5.93
491,perene,78,PE,1586377738,55,-10.95,-75.23,79.45,2.53
492,araouane,0,ML,1586377738,11,18.9,-3.53,81.43,6.17
493,champerico,40,GT,1586377738,44,14.3,-91.92,98.6,9.17
494,nchelenge,95,ZM,1586377738,65,-9.35,28.73,71.64,5.84
495,tacoronte,6,ES,1586377739,45,28.48,-16.41,72.0,13.87
496,turki,63,RU,1586377739,85,51.99,43.27,44.08,5.66
497,buraydah,40,SA,1586377089,45,26.33,43.98,84.2,9.17
498,ayorou,97,NE,1586377739,10,14.73,0.92,88.25,4.16
499,micheweni,12,TZ,1586377740,70,-4.97,39.83,84.9,9.08
500,ceres,1,US,1586377740,52,37.59,-120.96,66.99,5.82
501,marzuq,0,YE,1586377740,25,14.4,46.47,73.58,4.27
502,taltal,6,CL,1586377460,63,-25.4,-70.48,69.39,3.94
503,qeshm,0,IR,1586377741,78,26.96,56.27,75.2,4.7
504,orange cove,40,US,1586377670,48,33.7,-117.77,62.6,10.29
505,polunochnoye,1,RU,1586377741,89,60.87,60.42,21.85,10.74
506,santa maria,1,PH,1586377741,76,17.49,120.43,74.66,3.69
507,jasper,1,US,1586377721,42,37.2,-94.35,87.01,11.41
508,iquitos,75,PE,1586377385,83,-3.75,-73.25,82.4,3.36
509,houma,75,US,1586377010,69,29.6,-90.72,87.8,12.75
510,san patricio,15,ML,1586377474,11,13.3,-4.9,87.8,4.59
511,marsa matruh,0,MT,1586377742,62,35.88,14.5,57.0,4.7
512,jiuquan,0,CN,1586377743,26,39.74,98.52,45.05,1.23
513,monfalcone,5,IT,1586377743,35,45.81,13.53,57.2,4.68
514,kamenka,93,RU,1586377359,54,51.32,42.77,51.01,1.01
515,bethanien,0,NA,1586377743,22,-26.5,17.16,65.79,4.32
516,port huron,96,CD,1586377699,63,-7.03,29.76,74.05,9.53
517,berlevag,75,NO,1586377744,80,70.86,29.09,33.8,19.46
518,kamina,76,CD,1586377744,71,-8.74,24.99,66.94,2.42
519,jibuti,20,DJ,1586377745,78,11.5,42.5,82.4,6.93
520,bhawanigarh,33,IN,1586377745,33,30.27,76.03,68.72,6.69
521,longyearbyen,20,SJ,1586377227,69,78.22,15.64,-7.6,4.7
522,bay roberts,1,US,1586377745,29,43.73,-84.02,66.2,13.87
523,terrace,75,CA,1586377746,39,54.52,-128.6,46.99,3.36
524,canto do buriti,0,BR,1586377746,64,-27.59,-48.59,72.0,12.75
525,neiafu,75,TO,1586377746,83,-18.65,-173.98,84.2,17.22
526,kulhudhuffushi,1,MV,1586377746,71,6.62,73.07,84.54,5.93
527,rawson,0,AR,1586377346,28,-43.3,-65.1,71.85,25.17
528,sangar,100,RU,1586377348,97,63.92,127.47,23.22,3.24
529,agadir,75,MA,1586377747,88,30.42,-9.6,64.4,11.41
530,nishihara,20,JP,1586377371,72,26.18,127.76,64.4,3.36
531,manadhoo,9,MV,1586377747,73,5.77,73.38,84.74,8.28
532,hakkari,11,TR,1586377748,42,37.58,44.17,31.87,4.41
533,marivan,99,IR,1586377748,44,35.52,46.18,47.97,6.24
534,carutapera,100,BR,1586377540,89,-1.2,-46.02,78.31,15.03
535,verkhoyansk,98,RU,1586377748,92,67.54,133.38,18.97,2.24
536,antofagasta,20,CL,1586377091,64,-23.65,-70.4,71.6,14.99
537,kavos,20,GR,1586377749,75,38.83,22.83,52.0,6.42
538,atar,0,MR,1586377749,13,20.52,-13.05,84.31,6.33
539,viedma,0,AR,1586377542,23,-40.81,-63.0,69.24,11.3
540,santa cruz cabralia,1,PH,1586377645,76,17.49,120.43,74.66,3.69
541,layton,1,US,1586377750,27,41.06,-111.97,68.0,5.82
542,totma,3,RU,1586377381,95,59.97,42.76,31.28,4.94
543,grinnell,90,US,1586377510,51,41.74,-92.72,64.4,21.92
544,ascension,75,US,1586377750,70,30.22,-90.9,87.01,9.17
545,bani,43,DO,1586377751,92,18.28,-70.33,82.99,7.9
546,camaqua,50,BR,1586377751,63,-30.85,-51.81,63.45,6.71
547,yankton,1,US,1586377751,32,42.87,-97.4,55.0,19.46
548,pelym,23,RU,1586377751,92,61.01,62.0,21.04,9.13
549,sibolga,100,ID,1586377751,80,1.74,98.78,77.23,3.36
550,kropotkin,0,RU,1586377213,64,45.44,40.58,40.5,5.41
551,kaeo,65,NZ,1586377752,88,-35.1,173.78,60.01,5.01
552,jijiga,34,ET,1586377752,35,9.35,42.8,70.07,5.97
553,borogontsy,100,RU,1586377485,98,62.67,131.17,30.11,4.27
554,asosa,10,ET,1586377753,30,10.07,34.53,74.57,1.97
555,killarney,100,IE,1586377753,86,52.05,-9.52,46.44,1.16
556,burgeo,100,CA,1586377753,97,47.62,-57.62,27.48,8.46
557,semnan,99,IR,1586377753,41,35.57,53.4,41.11,3.38
